,topic,comment
806,17,W trumppp
807,10,"Trump said that the audience went crazy over what he was saying at the debate. Let me know if you can hear an audience, because, THERE WASN'T AN AUDIENCE. So, this is the guy you want to lead our country? Do you care so little about the USA that you'd feel OK with this old man, who is losing his mind, to be in charge, to be commander in chief of our military?"
808,-1,It was the first time the American people saw a clown get crushed so badly!! 😂
809,5,All voters smart now
810,13,Trump 2024
811,0,"Harris is clueless. She lost the debate. She grew up privilege, private schools.... lies about everything. If you don't believe me. Fact check it."
812,0,Harris is a disaster. Name anything she has done as a senator or as vice president that supports her being president.
813,2,Moronic to say Haitians are eating pets? GET SOME INFORMATION. Look at what the people of Springfield are saying.
814,4,Brown Jeffrey Jones Cynthia Jackson Margaret
815,-1,How will the world you look at you and thinn on US. U. sis a super Power. But never and ever Now an Indian woman not even a man run for a president and all the American are like a dog barking even she was vice president and she did not do any thing and now she said if iam elected i will do all US have faith in that.
816,0,anthony scaramuci predicts harris victory over Trump
817,1,"Interviewer - “What is your plan for the economy?”Kamala - “in west Philadelphia born and raised, on the play ground is where I spent most of my days”"
818,0,"Of course, she sounded better than usual. She had the questions ahead of time as well as audio earrings. The moderators were each paid a million from Harris, and they did not fact-check her."
819,-1,Trump 2024!
820,5,If you don’t know what you want and don’t know or find what you’re looking for DONT VOTE this election it will pay off for you in the end
821,0,Republicans control Congress and wouldn’t pass anything Harris wants to do anyway. The White House isn’t running by a king they have to get things passed.
822,-1,I am disturbed by the ignorance in this country. Thank a teacher.
823,13,It’s September 2024. If you do not know who you’re voting for by now you are an effing idiot.
824,22,"Shes vice president, only so much she can do"
825,1,KAMALA HARRIS 👍💙💙💙
826,1,"Kamala is in office now! And she’s not doing anything she said she would or she would be doing now! Wake up sheeple, this is a capitalist country only thing we want to hear is the sound of money!!!! It’s way too expensive out here!!!"
827,-1,Did they cherry-pick the dumbest pa voters here?
828,-1,I wonder if this liberal leaning rag had to look very hard to find democrats to interview …lol!
829,-1,"It is up to people to do your own research on both candidates!! Because It took TRUMP saying they are eating the pets for people to realize we have a mass imigration problem!! These people are so delusional!! I hope they realize All the things Kamala Harris suddenly believes in she hasent her whole career she is a liar!! If she somehow gets elected cause these idiots America is finished!! Just look at all her crazy left policies she has been trying to accomplish her whole career no fracking, mandatory gun buy backs, defunding the police, abolish ICE, open boarders for all, giving iilligal imigrants tax payer funded trans gender surgery, taking peoples patients if they invent something i mean the list is endless!!! And Walz supports 3rd trimester abortions! Dont believe me look it up 8 states condone it!!"
830,0,"Criticising Harris for doing nothing as Vice president but wait, did you all forget that Trump was President for 4 years?"
831,29,Vote blue 💙 for Democracy!
832,-1,"How can anyone with a brain actually believe that Kamala won when all she did was talk down on trump and spew lies.. not to mention she’s all about women’s rights when there’s a total difference between miscarriages, abortions and eptopic pregnancies. If a woman is dying from birth they will remove the baby!!!!! That’s not an abortion 😂😂😂 I also didn’t hear one question be answered by her.. does she have any policies ?"
833,-1,I think the majority of the Public have NO idea how govt actually works. The ignorance is quite shocking in this day and age.
834,13,She cheated everybody seen it. Trump 2024
835,11,im back said TRUMP. 😊😊
836,-1,That first lady contradicted herself
837,-1,Kamala didn’t even answer the first question in the debate. Kamala’s policy is based on hope. So why has it not worked for 3.5 years? Do you really want to risk the nation on her incompetence?
838,-1,"the thoghts of anyone watching that 3 against one debate and some how crownning kamalla the winner ? she never said what her policies where (but we kno already from the last 3.5 years , flood the boarder , start wars , give trillions to other countries and leave us in debt and inflation , the world is dumping our dollar and they still wanna blame trump??? shesh"
839,12,Bartoletti Station
840,-1,“Carmella” are u serious. Can’t even say her name right and yet voting for her. This country is over.
841,7,welfare crowd does not care how government works....aa long as them CHARITY CHECKS keep rollin in. Democrats are the charity case of America
842,-1,AP news pushing the Democrats propaganda as usual.
843,21,"Have you all learned of the Horrible Cheating by ABC and the Narrators, Shameful!!!!! when you win by cheating, you really can't take the credit!!"
844,1,Trump dominated on the actual issues and policies. Kamala lied and answered nothing. That 3 on 1 debate was a joke and PA voters saw it.
845,-1,American people don't have any experience living under socialism.
846,20,Hate to tell you but it happens.
847,-1,Harris kamala is lying to everyone I can see ot on her eyes
848,26,Team trump 2024 👇👇
849,0,"Harris is a scarecrow like Biden, there is no difference between these two people, Obama and the 40 thieves of the Democratic Party are the puppeteers of this game. Believe me, every day they stay in power in the United States is war and political and economic turmoil, chaos and chaos at the borders, and the seizure of power by supporters of terrorists and groups like Hamas. The situation of gatherings You have seen these in American universities and on the streets. There has never been a precedent in American history for burning the flag of the Congress building."
850,22,She has NO plans ! Allshe knows how to do is lie to try and shift the blame to trump ! She and hillery are in the same sinking boat
851,0,Harris had earrings that were microphones
852,-1,"I'll answer for kamala. Free enterprise and corporate greed are behind the increases in the cost of living. Covid gave them the opportunity to start gouging the buying public, whether it's fuel, food, or the cost of homes rent you name it. It has little to do with who was president at the time. As long as the private industry can inflate prices and make packaging smaller, we the buying public will continue to be gouged . My suggestion to whoever takes over the White House is to find a solution to stopping corporations from their greedy habits."
853,1,"Honey, Kamala never answered a question directly. She does word salad"
854,7,What policies?
855,0,You will walk us right into communism with Harris
856,5,"Not a citizen then you have NO right to vote. Voting is a privilege to US citizens, not illegals!"
857,13,Wow you couldn't have put together a bigger bunch of clowns.trump 2024
858,-1,We were energy independent under Trump. The Petro $ was weakened by the reversal of Trumps energy policy by Biden/Harris. This policy also drove up fertilizer prices and transportation costs. This also happened under Obama 2007- 2008. While at the same time increasing the money supply and expanding the deficit by trillions. I have not heard Kamala speak about this issue. Food inflation will get worse if they don't stop the destruction of Ukraine. Grain and natural gas will be taken off the Global market. And up goes the prices.
859,4,Karmela?
860,-1,The guy said he was happy with her policy plan? I didn’t hear any policy plans.
861,0,"Also, Harris lied about everything. Trump was right on point didn’t beat around the bush and came straight at you. That’s what I like about President Trump. And I will be voting for Trump."
862,2,To the last guy that spoke about the animals being eaten. I never knew that. I’m glad President Trump brought it up now I know. Sick sick minds.
863,29,Watching from Ireland. Please Please vote blue. We are appauled by Trump.
864,0,The woman who said Harris was in office for four years and did nothing obviously doesn’t have the slightest clue what the role of a vice president is. People with such a low knowledge of our country’s government really aren’t equipped to vote. I’m serious. It’s sad she can even vote. She should be taking a civics class prior to voting.
865,-1,"Kamala Harris on the ""cloud"" , ""It's on your laptop, and it's then therefore up here in this cloud, that exists above us, right? It's no longer in a physical place"". Kamala's grasp of geopolitical events , ""Ukraine is a country in Europe. It exists next to another country called Russia. Russia is a bigger country. Russia is a powerful country. Russia decided to invade a smaller country called Ukraine. So basically that's wrong."" Wow ......just wow !!!!! You can either vote for the first Black/Indian Woman President or Someone that can lead this country !"
866,-1,He had 4 yrs in office to fix the border problem yet left it for the next administration
867,-1,Trickle Down Economic is a failed Policy LADIES. TRUMP vision is more Trickle Down Approach. Harris plan appear to be give back to Working Class Americans and let them build up the Economy. Her plan is to let the Wealth trickle up from the American People's than just given LARGE TAX CUTS THAT'S ONLY benefitting the top 5%. Republicans Trickle Down Economics hasn't benefitted the working class..
868,-1,this first interviewer is dumb. Trashing Trump doesn't answer the questions. Harris didn't answer the questions as she is an economic illiterate. As for eating other people pets people came on tv and actually said that this was happening. So as for the one who thought it was moronic he needs to listen more carefully as it was in direct correlation to illegal migrants invading a community and doing bad things.
869,-1,"Everyone needs to be viewing More Perfect Union Podcast clips. View each segment of Gas / Oil, Food and Housing / Rental price fitting. Greed, Collusion and Price Gouging. DOJ IS NOW INVESTIGATING THIS CORRUPTION / DISHONEST BEHAVIOR. These people's received Billions in GOP Tax Cuts and Stimulus Funding."
870,1,"Trump spoke extemporaneously from his brain, whereas Kamala has no brain, apparently, and did nothing but rehearse a script 2024."
871,-1,Do people know how the government works?
872,1,Kamala Harris is a liar on every level ! Fact.
873,3,Trump proved himself 2016 she didnt not one question dumb man
874,1,Kamala is a puppet on a string for obama this is the reason she doesnt answer questions she is told not to because she is a puppet only that
875,29,These people that vote blue are the stupidist people in the world
876,2,All true about people eating pets
877,-1,U want something new u will if shes elected u will have communisum
878,1,Kamala is a communist
879,-1,Maybe that woman can explain what Kamala is going to do for her. A rock has more brain substance.
880,7,What about Trump's policies?
881,1,"Mrs. Kamala Harris is a free-spirited, decisive, and first-class leader."
882,22,The first woman was redicoulus. Saying that a VP can make a difference in policies is redicoulus and ignorant. These people seemed to have forgotten what economy the orange clown left during Covid whilst people dieing.
883,3,Karmala still has done nothing she has not been to the boarder. She is a liar.
884,1,Kamala lost the debat
885,-1,Trump has found the bottom of the DUMB Barrel as voters.
886,27,I vote for saving our Democracy. President makes the decisions. Saving our Democracy is crucial.
887,9,😂😂😂😂😂😂
888,9,Just ignore those people😮
889,1,Anyone voting for Kamala has an IQ of 80 or less
890,22,"Lol. ""She could have been doing all these things for the last four.... Or however long..."" The average American voter thinks a VP can just do whatever they want to and I guess Congress is meaningless? Absolute morons. We should need an IQ test to vote. What an embarrassment."
891,2,Do some research! They are eating pets!
892,-1,these people are living bots in society
893,0,VOTE HARRIS. VOTE COMMUNISM. THEN YOU VOTE FOR CHINA
894,1,Kamala is a puppet of military complex and it's puppets biden adm and democratic party and all warmongers Stop all wars vote Trump
895,-1,White liberals are idiots
896,-1,What did trump ever do for us?
897,1,Kamala Yes or NoLife is just Not that simple Kamala
898,-1,"She won because she ""Trashed Trump"". Pennsylvania is full of morons. Now I understand why the race is close in this state."
899,22,"To the people that think vice president can do things, Your wrong she has a boss! That'll be the president"
900,10,Hard to find this debate lol
901,-1,I never thought of this before when I watched LPS! I like the idea you brought up at the end too about the spin off series
902,4,Thompson Barbara Lopez Scott Johnson Larry
903,4,Wilson Carol Moore Jose Martin Jason
904,21,ABC is part of the problem. Go woke go broke. Boycott!
905,4,Garcia Jennifer Davis Shirley Taylor Anthony
906,1,Kamala is a fuckin drag
907,7,"Um I'm sorry, and I don't want to get attacked, but didn't immigrants literally build this country? Like the Europeans in the 1700s and all the immigrants that came in during the Gilded Age literally built these big cities. The physically built this country and now he's saying they are ruining it? Sorry not how that works Trump."
908,10,I felt that the whole debate was controlled and Trump was cut off several times when we was speaking.
909,-1,I’m wondering if liberals genuinely believe they’re not a bunch of stupid shit eaters
910,-1,"She sounds like an Obama mistake., Why hasn't VP Kamala done anything in 3 1/2 years as VP. Also, only crazy people makes the faces she makes, i.e. nut cases. She did nothing in 3 1/2 years plain scumbag."
911,-1,".Why hasn't VP Kamala done anything in 3 1/2 years as VP. Also, only crazy people makes the faces she makes, i.e. nut cases."
912,-1,"Adults don’t care about Taylor Swift. Also, the fact that Trump is even considered a nominee for president in the first place, is just a disgrace to our country. Then considering he actually won speaks to how few Americans value our democracy and their votes.. I want our country to focus on EDUCATION. It would eliminate most republicans (we all know they’re dumb) and improve every single issue greatly. The more people are aware and informed the quicker we can implement the necessary changes our country DESPERATELY needs. Like universal healthcare, livable wages, gun control, environmental protection, and so so many more that are of the most important!! These issues cannot be pushed to the back burner any longer. They affect every one of us on a daily basis and they need to be addressed, NOW!"
913,15,"Trump, your a total idiot .... You have NO EDUCATION, NO MILITARY EXPERIENCE, NO GOVERNMENT POLICIESYou FAIL BADLY"
914,-1,IT'S CALLED FREEDOM OF SPEECH .
915,24,I HAVE A LICENSE TO CARRY MY DAUGHTER WORKS THE FEDERAL GOVERMMET . MY SON WAS A BOROUGH COMMANDER FOR THE NEW YORK POLICE DEPARTR . IS NOW RETIRED . THANK GOD.
916,7,YOU DO WHATEVER YOU CAN DO TO PROTECT YOUR HOME AND YOUR FAMILY.
917,24,A CHILD IS LIKE A LOCOMOTIVE ON A TRACK WITH NO ENGINEER . IF THEY CAN'T FIND IT AT HOME THEY'LL FIND IT ON THE STREET THEN IT BECOMES A PROBLEM FOR THE POLICE DEPARTMENT .
918,-1,YOU HAVE TO LEARN TO TAKE RESPONEIBIILTY . IF YOU COME FROM A GOOD FAMILY YOU SHOULD KNOW THAT AUTOMATICALLY . TALK TO YOUR MOTHER AND FATHER ABOUT THIS COMMUNICATION BETWEEN THE MOTHER AND DOUGHTER IS FALLING APART . YEARS AGO A DAUGHTER COULD ALWAYS DEPEND ON HER MOTHER . WE'RE MOVING THE TIME OF SODOM AND GOMORRAH
919,16,"IF YOU'ER GOING TO HAVE A BABY TODAY WHY NOT DONATE IT TO A HOSPITAL. SOME WOMAN WILLING TO ABOPT THAT BABY SHE MAY NOT BE ABLE TO HAVE BABIES , RATHER THEN DESTROY A HUMAN LIFE. I DON'T BELIEVE TI'S THE GOVEMMENT'S RESPONSILITY IF YOU GET PREGNEN ."
920,-1,IN MY DAYS WOMAN DID NOT GET PREGNENT IF YOU CAME FROM A GOOD HOME IT WAS VERY RARY . YOU WOULD CONSUMMATE THE MARRIAGE ON YOUR HONEYMOON . THAT MEANS YOU WOULD BE MARRYING A VIRIN. IF YOU LOVE THE YONG LADY YOU WOULD RESPECT HER WISHES .
921,-1,THEY 'RE TOO YOUNG TO REMEMBER HIROSHIMA AND NAGASAKI
922,8,GO TO CHURCH AND PRAY THAT DONALD TRUMP BECOMES PRESIDENT AGAIN . GOOD LUCK
923,1,"You can see Kamala getting frustrated. It's like she's trying to have an intelligent debate against a spilt child. Its very hard to win an argument against a clever person, its nearly impossible to win against a moron!"
924,17,Jason Momoa for president!
925,10,"Wtf have politics become. I’m not talking about the debate, I’m talking about the comments 😭"
926,-1,Who gives af what Taylor Swift thinks 😂
927,0,"Nobody voted for Harris, she's an eligitimate candidate, Demacrats crapped on Democracy and slapped 14,000 voters across the face!! Wake up!!"
928,22,"It’s mind boggling how she can sit up there and make these “promises” yet has done nothing this entire time she’s been in office!!! The taxes are sky high, interest rates, gas etc.. she ain’t changing shit or she already would’ve with Biden!! Wake up!!"
929,3,i like her compassion
930,-1,Look at she is posing like an actress. She is proving she is like a baby
931,-1,Love how I watched this and the next recommend video is gayshlat moments part 3.
932,3,She was handed the questions. Never has she shown any articulation without a weird answer and a cackle. Are we supposed to believe she is now a completely different person? No
933,-1,The biggest mistake is to host the debate and moderated by liberals from ABC but then Trump get handle all this.
934,1,It's already been exposed. Kamala was wired.
935,-1,Yall cant even equalize the audio?
936,3,She did not rat him for lunch. All she did was show that she is just like Biden. DO people not see how life is today. I'm the poorest I've ever been.
937,-1,"The fact that these two are main candidates, super sad. I’m voting third party."
938,0,And we the people don't want to hear any more Harris's lies
939,13,Zaddy Trump 2024
940,-1,Can’t even admit he lost in 2020. Conservatives your candidate represents you! Is this who you want representing you?
941,1,The only accomplishment Kamala has made is in getting ahead by giving it.
942,0,"Trump just needs to get in office and keep his racist remarks to himself. We all seen it not long ago, the man had the country in a good place, life was affordable he will do it again. Yall just don't like him because he made some sounds with his mouth that you didn't agree with and chose to let it effect the way you feel. Harris is only going to get votes because she's ""black"" and because she's a woman. Those are her strongest attributes and that's it."
943,0,What's historic about a handshake? They literally always shake hands at literally every debate.And Harris wouldn't have any more power to do anything that she doesnt already have the power to do with Biden. Vote Harris if happy with the way things are now and Trump if you don't like how things are going.
944,-1,If you vote for Kamala (a current sitting vice president) expecting to see all these changes she’s talking about. You’re a special kind of stupid.
945,-1,I don't understand how people can vote for Trump after hearing him waffle on every answer.
946,1,Trump all the way if no one knows Kamala Harris is running everything we hear im Trump all the way
947,-1,Puppet Soap Opera
948,27,TRUMP HAS MY VOTE AGAIN
949,-1,SMH the people explaining the story making it one sided it's cool just wait and see
950,-1,what the fuck is happening 😭
951,0,Harris is full of shit sad part is a lot of y’all are eating it up
952,-1,America is so wild. Its rapidly becoming a GTA server. like why was Taylor Swift mentioned 😭
953,-1,"THIS IS THE KIND OF BIAS REPORTING OUR NEWSPAPER DOES. TRUE JOURNALISM DIED ABOUT 40 years ago. WHERE ARE THE WALTER CRONKHITE AND DAVID BRINKLEY’S OF THIS WORLD. This “journalist“ must have watched a different debate than I did. Trump won hands down while Karmela avoided answering the question with many salad words. Please, dear Lord, not her for President.Harris the prosecutor takes on classic Trump in debateSusan PageUSA TODAYIt was Classic Trump versus Prosecutor Harris.Despite all the advice former President Donald Trump got beforehand − that he should attack Vice President Kamala Harris on policy and avoid getting personal − the debater who showed up in Philadelphia on Tuesday night was the familiar Trump.He hurled insults, shouted and used more oxygen defending his record than questioning his opponent’s proposals.Harris stayed on offense through almost all the debate, hosted by ABC News, displaying her experience as a prosecutor in California.She managed to make many of the exchanges not about her flip-flops on policy or the record of the Biden administration but about Trump and his history.Again and again, Trump took the bait when she needled him about the size of his rallies, his criminal conviction on felony charges, his handling of the COVID- 19 pandemic and his reputation among world leaders.“You were fired by 81 million people,” she told him.She said his failure to acknowledge that he lost the 2020 election could indicate he didn’t have “the temperament or the ability to not be confused about fact,” which she called “deeply.""EDIT: Should any members of this group still subscribe to your local newspaper, I strongly urge all of you to consider doing the following:1. Write to the editor your concerns the lies written in this article expressing your disgust and concerns. Keep in mind, do not be disrespectful in any manner, but instead choose courtesy and respect.2. Cancel your subscription. The best way to let them know you mean business is by doing something as simple as that and hitting them where it truly hurts.3. Pass this along to others in your various communities and groups."
954,12,"Why am i even here,i'm zambian and have an exam tomorrow.AHHH!!!"
955,10,They will have us arguing.. every debate is like dejavu... this is embarassing
956,-1,"Fiery? Comrade Harris had a earpiece in so her handlers could keep her on track,she doesn't even know where Ukraine is but she is going to fix our broken country and system,her and her boss Joe are responsible for the mess that we are in anyway,or should I say Obama and team"
957,11,🇲🇽Latina for Trump 🇺🇸
958,27,I well vote for someone who well help this country
959,0,Harris all she does is solve a problem that creates four more problems
960,22,Save American womenFire trump
961,6,What the HELL IS A RUN SPOT RUN .!!!!!!!! HES A JOKE .!!!!!!!!!! 😂
962,-1,"Highlights or lowlights that American politicians have stoop so low and run by oligarchs and lobbyists. Nothing but lies, incompetence, ignorance, lack of leadership,corruption and deceit."
963,-1,There's NOTHING to debate. He KNOWS she doesn't ❤
964,6,"Run Spot Run, 4 sentences 🙄 ok, got it! smh"
965,2,Big day for Autistic Hyenas !!!!!
966,-1,Thay need to cheat an make sure thay not getting help from some body with a ear pic
967,10,"Regardless of who won the debate, there is still uncertainty about who will take swift action to ensure their promises come to fruition."
968,1,Kamala is an effin joke!!! So are all of you who support her
969,-1,Ok so ABC news is more worried about Taylor Swift. Let's stop watching these garbage news outlets!!!
970,3,She lies alll day
971,-1,She has an earpiece
972,20,Imagination has always been here. That is the truth.
973,14,"400 million, bankrupt 6 times 😬"
974,-1,"We are suffering , and they are laughing ! America wake up. Kamala never talked about her policy . She avoided that question , she used her laughing tricks to distract vulnerable Americans . It’s going to be worse with Kamala, go check her policy . Medias are not telling America the truth . Go find the truth yourself, don’t be deceived by the deceptive laughing ."
975,-1,"Now, It is within the realm of possibility that somebody somewhere had been eating something they shouldn’t be eating. I won’t blame them because inflation is high under Biden/Kamala. People be eating wildlife for thousands of years. God said himself we shall have dominion over all the animals of the earth from sea, land, and air. And who cares about Taylor swift she’s a millionaire. I never liked her music anyways"
976,-1,So glad I'm not American. Its a real clown show over there.
977,0,Swift endorsing Harris will be as helpful as Britney Spears endorsing Hillary Clinton in 2016.
978,0,"Trump trying to pin immigration on Harris? Who do they think was along with Biden in opening the borders? Lol she calls him a liar, but forgot to look in the mirror"
979,0,"Vote for Harris!!! At least she is educated, mature and doesn’t lie to peoples’ faces!🔵 🔵 🔵 🔵 🇺🇸 🇺🇸 🇺🇸 🇺🇸 ☮️ ☮️ ☮️ ☮️"
980,-1,They don't care neither of them for the American middle class people hard working Americans . They are all about them and that 1%.
981,22,If we get a woman in office we are doomed.
982,30,"Well that wasn’t a biased clip, no not at all."
983,-1,Who tf care about Taylor swiftAbsolutely no one
984,1,"Only thing Kamala is good for is for ""servicing"" Trump's huge mushroom 🍄 with her 👄"
985,7,"Building oppotunities sounds like a dream. The reality is you should decrease the importance of buildings. The more important property is, the less relevant the people are.For me, Trump is peace, Harris is war."
986,0,"Harris was wearing Nova bluetooth ear Bud earrings in the debate, She cheated!!"
987,-1,The female moderator looked evil 😈
988,0,"Oh...well if THE Taylor Swift is voting Harris I guess we should all put on our little girl tights and run to the polls to vote for her too.🙄🤦‍♀️Ya, I'm sold 😮‍💨, right"
989,-1,Really you had to add who Taylor swift if voting for. Very non biased reporting lol
990,-1,My children are now banned from listening to any taylor swift related content.
991,7,No matter where they immigrate from. Don't forget that they are People. Help them get those Papers 📜
992,17,The only reason I’m now going with trump is because TALOR SWIFTLY JUMPED IN.
993,0,HARRIS THE TRAP SETTER OR TRUMP FOR BETTER ECONOMY
994,0,"Omg Taylor is endorsing Harris, now I gotta do like her because im such a sissy brainwashed monkey uwu"
995,10,I can see all the trump riders in comments be real with y’all selfs trump lost this debate bad I mean bad
996,-1,"Called out for supporting dictators, Trump's defence is ""well Viktor Orban thinks I'm terrific"" 😂"
997,7,"Democrats gaslighting the american public by saying ""we always wanted the border secure, not trump"" is goddamn hilarious.The audacity of these motherfuckers."
998,0,Its laughing Hyena Harris
999,0,Its laughing Hyena Harris.
1000,16,Kamala is deceiving people on abortion. The law is with states now and the people are voting. Vote Trump for great economy and strong border.
1001,0,How can you be undecided after seeing 4yrs of Trump and 3.5yrs of Harris? Trump all the way
1002,5,There is no such thing as a undecided voter. They lie
1003,9,Performance❤ djt
1004,3,These women are idiots im sorry I had to say it smh
1005,0,"Harris winning the debate only keeps her competitive in the race, nothing more and nothing less. Vote 💙."
1006,-1,I think a lot of these people really wanna vote for Trump they just don’t want to say it so they kinda do it in a roundabout way but I know it didn’t change my mind. I didn’t really learn anything new. He’s fucking insane. How can you not figure that out from that debate.
1007,5,"This election is a global election because the actions of the US Deep state dramatically affects the rest of the world. If you are an 'Undecided', then when you visit the ballot box on election day, please think of the rest of us who cannot vote, and vote for Donald Trump on our behalf."
1008,5,Most of these people who are undecided are just stupid
1009,3,Abc gave her the questions ahead of time.
1010,1,"Fake kamala, Liar kamalaFools stupids with her words & actingWillie Brown Puppiet"
1011,0,"Harris thinks she's winning. The fact that there are a lot of undecided voters potentially not voting for either one will harm Harris more than Trump, whose base has survived a rather unfair debate. If I were Harris, I'd be very restless. And in some of the swing states, despite the debate, Trump is still leading, however small his lead is. Not good... Trump 2024"
1012,-1,Do these people not understand what will happen to that country if that lunatic is re-elected? Too many lazy low IQ voters.
1013,-1,these peopoles dont eveny care about themshelf. they only got themshelf in the circle........they should leave the country asap
1014,14,The US Judicial and Executive systems are powerless against a dangerous criminal like Donald Trump. A person who committed treason by supporting and inciting the Jan 6 riots has trampled badly on the US Constitution. The American people are unfortunate to have an immoral leader like Donald Trump. It is impossible to elect a man who is too dangerous to democracy and immoral to become a leader of a great power like the United States of America.
1015,14,"Donald Trump, an immoral person, the world's most lying leader, the most shameful former US President in US history."
1016,5,"Those who do not know who to vote for have not seen the current reality that our country is living in a state of economic recession, crimes, illegal immigrants in the US enjoy many health insurance and social benefits while the American people have been abandoned. I hope all those who have not decided to vote will look at where the radical democrats are taking this country."
1017,-1,"Actually Kamala Harris does have a plan. It’s just not a white peopleplan. White people you are not the only race of people in this country. Technically you should be the minorities because of how your forefathers took advantage of the Native Americans. And then took there land and there property, productive rights and there children away. Because you didn’t want Native American children to be who they were born to be. (Fact check it). So how darn you think that you know what you are talking about."
1018,3,That woman with the hat is really stupid.
1019,5,There are no undecided voters
1020,28,"It's best to avoid watching ABC, CNN, MSNBC, New York Times, Washington Post, and USA Today, which are all left-wing news outlets."
1021,-1,Most of these are dumb white Americans
1022,-1,Trump you go back to prosperity. Remember???
1023,-1,Read trumps website. He’s got polices layed out in words.
1024,5,undecided = I just want attention and to feel important
1025,0,I’m sorry but any person who has through 3.5 yrs of Biden & Harris and is reportedly undecided needs very serious mental help. I can’t fathom such a problem. Makes you wonder how long such a person would need to remove their hands from a fire??
1026,5,"undecided want money from the pol. Parties 🤣 in our homeland - India, people who can't decide but accompany their friends, vote for ""NOTA"" last down button (not allotted) it beep peeeet! Done! ... that will serve the undecided folks at the last voting seconds."
1027,4,Great value Johnny Bravo
1028,-1,"Why would you show someone someone else’s answers with all that paper….? This report and the reporter are ignorant to say the least 😂, and then he only asked 2 ppl. Bye girl"
1029,1,"I don't think the moderators were fair.. Kamala never answered the economy question, yet they didn't ask her to answer it again... They did that to Trump several times . They also didn't fact-check her on lies, or push her on abortion in the 9th month..upto the moment of birth. Which is allowed is Tim Walz state. Look it up. Trump is for IVF.. she claimed he wasn't. It was a 3 on 1 debate. I'd like to see another.. without her Nova earrings."
1030,3,She never answered anything
1031,16,"US democrats manage to paint the brush it is male versus female on topic of abortion, disgusting, it is not right if it is for convenience. The communists control how many babies you have, never trust Kamala she is a two face snake flip flop every day"
1032,3,it wasnt fair she cheated people
1033,5,Please stop wasting your precious time and resources on chasing so called undecided voters. They are just attention seeks who need therapy.
1034,0,It is amazing how stubbornly resilient some of these Trump leaning Republicans are. He completely mismanaged Covid and tried to overturn an election and they still retain these romantic views of the Trump economy. Harris needs to break through to these people otherwise she could be in trouble.
1035,21,You the media are so corrupt yes ABC NBC CBS ALL SO CORRUPT
1036,5,Low information voter
1037,-1,Americans are educated enough to rationalize everything at high levels.. ❤❤😢😢
1038,-1,A man with no.plan..
1039,2,"I guess they didnt see the peat eating comment,"
1040,0,"Totally no indecision, z Trump for present! Harris would ensue the US becomes a third world country!!"
1041,5,"I don't understand ""undecided voters"". If policy is of no use, nor morality these people vote ONLY on one factor alone. Feelings. Base desires and primal urges. These people are Trilabites."
1042,5,yeah undecided means they are harris voters cause they are scared to say who they are voting for. 🤣
1043,4,Shanahan Light
1044,16,Few things sh*t me more than the deranged pro-abortion talking point that males are not allowed to have an opinion.
1045,5,Scares me that this election will come down to the low info voter
1046,4,Miller Jose Lopez Richard Thompson Maria
1047,17,Trump for president
1048,-1,Vote Trump & Vance 2024🇺🇸🇺🇸
1049,-1,She is a maga moron
1050,7,they want free money at your expences free homes you get gangs crime and lots of new taxes vote for democrats this what you get
1051,16,Abortion is child sacrifice
1052,8,God has already decided who is next president.😊
1053,10,The voters lost with this horrible conducted debate.
1054,-1,Bi you are a lying racist so ab you stupid
1055,1,She gave mental health for Trump and Kamala a C? she is for Trump she is lying
1056,29,Most will drink the Kool aid for the Orange 🍊 God King! People don't seem to exhibit critical thinking skills Keep in mind this is similar to how to how a certain Dictator in Germany came to power! Vote Blue 💙🔵 Through and through!
1057,20,Nonsense
1058,0,Nobody voted for Harris to be there
1059,-1,WTH is wrong with these people.. how much info do you need
1060,16,Trump brought abortion back to the States to decide. He doesnt have a say in it anymore
1061,4,Brando Springs
1062,-1,Head to head on issues... I don't think so. They didn't talk about many issues
1063,16,Why is undecided voter number two so concerned about abortion? She's never going to need one.
1064,-1,"Those fucking whitetrashes ""Mr. Trump2024 haters... such as & included the stupidest person in the world Taylor Swift lol"" rather supporting the one (Kamala Harris... She & the puppet Biden fucked Americans totheir teeth for the last four years!!!) who pushed their country to the shithole than supporting the one who is an honest man & care for America (MAGA MAN AND THE CHOSEN ONE ""MR. TRUMP2024""). No wonder why their parents before them took the USA to the shithole and lost the Vietnam war lol. Also, because those fucking whitetrashes so fucking STUPID, that's why the Chinese have out performed them in everything lol"
1065,16,"""I really believe that men should stay out of women's bodies."" 😮-say what now??"
1066,1,Huh. Thats ....fair from the first woman. Yeah.....yeah. I can see why Kamala wants another debate so soon. Its going or be a 50/50 toss up. She has a lot of big donors that dont wanna hear that and are spending a lot for a 50/50.
1067,5,Maybe we're better off with not so bright people skipping the vote~
1068,4,Clark Shirley Taylor Edward Martin Maria
1069,16,"No one is undecided at this point. If you lean a certain direction nothing is going to change that. I mean if you are for open borders and want abortion until the birth of the child. Then you likely vote Kamala. If you want controlled borders and reduced illegal immigration, end wars and want the people in each state to decide on abortion, you vote Trump.I mean they are quite polar opposite candidates and policies. If you want WW3, extreme inflation, socialism, abortion and triple the amount of illegals coming in. Vote Kamala."
1070,-1,interviewing 2 stupid undecided people
1071,-1,HTH do you guys function on a daily bases with brain like that? The world is laughing at you.
